final_word_corpus,satisfied
hands vest mobile game experience ever multi player runs amazing maybe adjustments controller addition mostly complain download zombies game mode zombies game mode please add back,1
keep getting banned play different accounts one banned play well understand playing well makes look like hacking account people playing controllers game truly unfair time player doesnt play well dies alot us good players punished better game,0
best mobile game existence hands play every single day got good memory stable internet best experience controls easy get used content always updating changing never gets boring also means needs tons regular downloads,1
game amazing graphics nice controls standard appreciable small problem charcters characters like fully armored like robots actually like humans complaints game battle royale one map available go several maps players enjoy game recommended game,1
best mobile game time congrats thumbs_up update changed colors grass land items difficult identify player land colors contrast big realistic used play battle royal hope comment give thinking big issue cheers luckily changed battle royale clasic,1
game super cool thing takes long time load game even fast internet connection fastraitg get banned match something goes wrong internet sooooo angry 😠 angry_face angry_face_with_horns highly_annoyed neutral_face unasumed_face 😠 still cool,1
game extremely good play graphics awesome getting better sometimes ms goes game starts spot think problem looked handled,1
amazing fun multiplayer experience zombies mode pretty lackluster bugs battle royale keeps edge lot free content also draws suck waste money unless willing potentially pay lot dumb effect,1
great game suggestions remove bots game option select difficulty level battle royale etc like pc games like nfs hitman reduce much sliding jumping tactics annoying,1
game great people saying cod points true lucky draws designed make spend money reason less people play game rolling lucky draw skins cost cp quantities purchase ridiculous purchase exact amount season either either gotta spend combination packages cp need,1
good game apps phone requires much space gb season update much pay win wants update fix bugs stop phone control activision really thinks app phone honestly worth life,1
downloaded new version twice freezes downloaded point used gb data still yet chance play new version download problems,0
awesome graphics many options best experience realistic gameplay guns r unbelievable flying jacket awesome everything awesome number modes maps multiplayer super,1
game good game needs download maps size maps huge download game size become gb gb understand game needs much data resources play game games take much phone storage like due huge size sometimes laggy games also affected due,1
good game good controlls amazing quality recommend amazingly fun also great weapons get lots kills worth playing updates new experiences new things play use friend friends trying find amazing multiplayer game even great online game game friends cool stuff unlock like skins guns although recommend,1
new update gameplay worse ever able play swiftly even though takes gb storage give justice plays highly disappointed frustrated feeling,0
sure entirely account got secured one else comfortable changing star review see people still dealing issue play risk knowledge,1
think game great play many battle royal games one one best ever seen though bug everyone talking love graphics hope new good updates come really hope fix bug everyone wants hope add great things game,1
game cost lot data failed download updates maps resources sucks sometimes codm top notch kudos developers addictive game,1
game fun queued match people trying fun unfortunately ratio tryhards people playing annoying compared people actually trying fun astronomical helped fact weapon balancing absolute nightmare see mac weapon ads kill weapons even ads weapons could receive least minor nerfs would help make playing much fun,1
good problems start downlaoding maps weapon skins downlaodable game internals alot annoyed thing battle royale game mode good hand modes like gungame ffa team death match best game game favourite games please activision try improving game avoid disadvantages weird_smile,1
still cool slick little game play bored minutes cod fix apex great still good want play cod dont console life like extra micros usd game well play guilt free heavily suggest game good perfect wi fi great data locations controls ok buy season pass get future passes hve discipline dont spend premium gold currency seasons,1
big fan game since released creative ideas game inspire others games well update seasons game became laggy especially season every time play codm squad fight game goes freezed seconds fps gameplay getting poor cod mobile make free characters camo skins time limited reduce overall resource size game optimise game much possible especially br,1
graphics gameplay great team balance always way level end spending time fighting aim asist hackers anything police cheaters anything spend game waste,0
fun bit however bug logs every seconds middle match killing whatever keeps reoccurring often even play match play bug patched,1
fun game everything way expensive support system great take hours sometimes days respond message bought cod points recieve took week half talking support agent fix problem met one helpful support agent actually seemed like cared got problem fixed fast possible thank debeesh,1
overall game amazing besides sweats giving massive amount storage updates take understand game needs lot storage run well ut game awsome,1
absolutely love game one best mobile games ever played love level quickly easily get cool skins new attachments guns never lost single battle royal gane thats play one massive problem game tho memory play game month delete much memory taken come back year later fun play fun game find takes giga bytes,0
please make undead siege permanent us want chase camos still enjoy playing game mode logged chase last camos need calling card update removed game mode completely frustrating,0
gave star first one much bot game annoying secondly every time new update comes volume high maps must downloaded beginning conditions pray flexed_biceps,0
crash much anymore decent game standard mp actually fun sweats ranked controls good mobile maps good except shoothouse br actually fun zombies mode good microtransactions part purely cosmetic,1
game good reason gave five star every time need update download cause takes much space need work literally game cause every update takes really add much things everyupdat least make worth update different weapons etc update,1
great game never problem like fact available offline probably one time favorite mobile game ever pretty close original call duty gun options overall great game would percent recommend game like shooting games,1
something wrong rank mp starts normally soon enter game alone weird others players included voted map regular mp fine rank reason gonna star hopefully get noticed great game,0
gameplay amazing however major cons game huge currently taking mb cannot download anything else game another update make bigger need deleted everything ridiculously overpriced game often let load match ridiculous stars awesome gameplay literally everything else con,1
contant updates makes game laggy basically unplayable unless using high end device mention ping issue sa server match players ms againt players plaing ms resulting match losses time time absolutely impossible enjoy game issues seem get fixed,0
honestly really fine game yes pop ups micro transactions game really great around lots different game modes love battle royale classic multiplayer tried zombies yet props activision probably immersive game played phone yet bravo,1
finally forced delete game internet full speed even whenever open game shows loading notice pops showing please check device connected internet even internet full speed restarted phone nothing really happened forced stop game nothing happened happening since last update,0
game really good matchmaking quick leveling also fun engaging playing device poco x gb ram snapdragon g low graphics max fps settings lags lot sometime get decent performance multiplayer mode framerate performance suffers lot battle royale modes dips fps specially enemies nearby smooth please optimize properly reduce resources sizes,1
wanted get hd version delete alot photos get back deleted bunch apps without even knowing especially lyrics poems write music cope mental health gone songs poems gone redownload app find save delete app heading next say complaints limited overall demand satisfaction want writing back deserve,0
giving stars used favorite game case give newest update season graphics awesome gunsmith idea theory great practice much guns equipped sights sights game play recoil weapons atrocious empty clips without killing opponent end dying updated change one star amount cheaters allow,0
destroyed game went best world able finish match expect modders lobby also drop controller users makes basically impossible win ranking matter anymore know play get kills jump around looking walls blocking people shots quit,0
like game randomly battle royal ge like freeze shooting like seconds makes stop shooting j end dead also stop moving problem pthrr good game,1
game fantastic however asks update redundantly ask us update game also necessities inside game accessories updated takes much time download well open game,0
good overall glitches aim assist kinda broken times like entertaining letting fp players earn gold coins would nice requirement,1
gun work time reason selecting respond use inbuilt trigger xiaomi blackshark game running perfectly prior update play without fix,0
really good thoroughly enjoy game one best fps games mobile good free play well absolutely recommend anyone try issue size game size updates everytime redownload much really frustrating redownload skins maps shite every update game mobile played,1
activision seriously need look wasted gb data already trying update app find gb space left phone memory prior update mysteriously vanished downloading additional resources result update get completed said gb fact gb size download additional files installing update sad seriously regretting trying update,0
great apex ea great job expect less cool connect people type rewards get even though cost money could play rewards give prefer older version upgrades also super cool getting better better,1
great game genuinely enjoyable runs smoothly encountered almost zero bugs matchmaking little frustrating times since players sweat casual ranked would recommend cod mobile anyone taste shooters,1
aware updates first shows gb update size reduces u download first show progress normally reaches percent draws data like full gb data costed way scammers,0
gameplay great problem literally get booted every game late load everything back reconnect game would like bug patched please,0
game good first keeps getting worst issues issues recent upgrade new season messed big time tried logging keeps bugging timing,0
game played quite bit freeze get last screen game uninstalled downloaded work lost everything sucks play,0
lots bots make feel op w e good practice star review neither one designated mobile controllers work moga mpx something bought use tab even though bt game still detect razer kishi legit designed phone gaming guess weird connection disappointing,0
love game uninstalled back decided download game work ps controller cant move look thought changed ps another controller setting would fix still messed five stars issue stars shall,1
every time update download every resource pack map horrible hip fire accuracy close targets good experience enjoy game,0
download says download configuration failed make sure device connected network device well connected network via wifi tried troubleshoot like clear cache device restart working somehow managed enter game problem facing able login times says check network connection mbps connection,0
app crashing tue may st samsung galaxy boost mobile app crashes downloading required season update trying auto sign threw facebook code freezes somehow music plays app crashes minutes since getting home work updating wanting play might delete time never reinstall,0
fixed freezing works well changed review freezes way battle royale ever hope fix new update talkkng freezing sometimes twice game turn tab hope rejoin game without getting killed,1
love game long nothing goes wrong twice go customer support times useful chocolate teapot unhelpful write useless replies like done something helpful could add pictures screenshot horrendous messages would genuinely think game service shame change uninstall way learn,0
great game average player battle royale fun progress levels end pros killing every single game haha could enjoyable matched players level least time build skills even get chance fight instantly killed pro player haha edit ok game much better round may smoother game play matched equally skill level,1
excellent game graphics updates downloads take much space uses much memory phone struggle stay game phone internet connection top range making difficult compete keeps downloading even choose option ask downloading space running,1
great game smooth gameplay good graphics mobile game simple gun menu wich leads cool customisation close resemblance warzone modern warfare battle royale easy boring multiplayer much better,1
game improve lot starting till uninstalled times bugs glitches works far better thanks cod team giving smooth gameplay experience graphics good,1
hi codm team facing issue month whenever start game stuck getting version info start game clear storage everytime start game please help,1
game logging even asking login previously used automatically like single sign game page stays idle without loading anything observed latest update,0
fun play even temporary invincibility spawn players manage instantly kill kill streaks roll non stop vtols chopper gunners stealth chopper napalm strikes ect cant get spawn ground war even cap point fine special cap point opens couple minutes team caps ease game everyone sitting wondering someone got points rolled sec game,1
nostalgia took game always loved early cods really pleasantly surprised plays amount old multiplayer maps used love battle royale mode also terrific worthy rival fortnite etc keep updates coming new maps please,1
gameplay flawless times except face hundreds annoying deal breaking sometimes quite creative bugs nerve cracking aspect game updating download every single thing every single time everytime update released maps characters weapons,1
great graphics sound effects everything bots ranked annoying like sometimes im non bot team get beaten easily thing add one two free legendary weapons,1
love game far console versions great graphics great job activison problem ive bin syncing bluetooth xbox ps gaming controllers game play time time,1
past weeks noticed significant difficulty change br ranked multilayer modes normally either winning finishing strong players team rarely able kill one maybe two enemies latest update games br ring death faster cars always engaged least teams game gone challenging fun pointless one update,0
best mobile multiplayer game like fpp great graphics much better even play low graphics lots map guns skins smooth gameplay lag thing bother battle royal better make like multiplayer mean charector movement guns damage etc,1
game fairly alright problem matchmaking system fixed little discouraging u play people legendary rank elite unasumed_face everything else game ok nice 🏾 graphics skins variety guns,1
usually great time game since update even start freezes log screen even though rebooted reinstalled work,0
great game constant updates ridiculously extreme unlimited data way could even manage gig update usually every day mention add price things extremely overpriced pc game emulators let u annihilate phone users ur frames input immensely higher faster mobile device,1
brilliant game good graphics really need spend money making fair system honest largely stayed weaponry started except perk etc best shooter found far,1
absolutely love game used play game younger play ever absolutely awesome love playing game play matches show operators players everyone looks like beginner skin know happens everyone please fix pretty good game,1
awesome thumbs_up thumbs_up thumbs_up game addicting ithas great graphics loadout choices multiple game types overall awesome fun sony hosting competition soon hope issues glitching overall would say due wifi device using may lower end processor use good wifi connection decent device issues fully customizable controls well big plus blessed one,1
game still uninstalled probably never game amazing ps never play call duty mobile preference great graphics great controls great everything highly recommend,1
almost years gotten bit better armor plates help gives fairer play really skill base br awesome mp use work humans great tweaks epic game lovin watching grow transform something great,1
update game used good many pop ups downloads getting nerves borderline unplayable sometimes game annoying amount downloading space taking amazing game feel like make us less downloading download update game much getting annoying point playable download maps download camos hd textures etc,1
call duty mobile awesome flat hands best game google play store anyone pick play hands options available game full settings menu different guns parts shityoucan put players maps,1
game cheaters hackers action taken report currently lot lag screen freezes everytime meet opponent players currently every time dangerous position screen hangs sometimes think deliberately done knock game using skills playing players effective never works one star graphics,0
sad say quitting game reason severe lag ping spikes cannot enjoy game anymore fps drop kept getting worse seasons progress major issue lag fixed quitting game,1
absolutely loved call duty games starting world war ending mw love took best things games put together perfectly spend hours day playing complaint battle royale mode enemy appear nowhere front making snipers pointless making experience go yay meh everything else perfect opinion good reset account earn damascus,1
addicting matchmaking horrible first sucks carry team lose stupidest stuff swear team always bots opposing team much better play get better lose op people whole team accept average k game combined 😠😠 r many fp players one find difficult get really good skins ect plz helps us fp players pleeding_face,1
kinda stupid que people using controller using touch controls since major advantage think split ques pretty good game,1
game showing update notification starting updated twice gb updating showing update notification start game seriously really bad stuff game like much update officially yet country asking update early please tell would say,0
years many updates voice chats big bug makes player close game restart fix everytime face problem flagship phone owner many lags shows game optimized specific devices,1
update screwed gameplay near impossible play fire button work temperamental game unplayable everyone issue stick pubg til short surely tested released update,0
developers ruined look gold camo skins guns even look like gold looks like yellow sand graphics trash looks horrid play properly many bugs last update better playable fun,0
man loved graphics gameplay add things maps would better add mission focused games bigger maps loved game,1
game fun thing dislike game crash gets annoying crashes matches soon get game freezes kicks game needs fixed😞,1
even sitting next wifi speed mbps ping would rise near seconds need improve need new levels past profile need new mods attachments increase damage cost acquiring legendary weapons lowered damn expensive probability acquire gun draw last chance,1
every time manage score mythic weapon game closes start gives option reconnect game reload app already dead seem position win game quits every single time person experiencing keeps happening im going leave areveiw every single time happens idk else,1
team hands always updating every month new maps missions cool rewards far taken gb space small price pay cool idea,1
think grafics game amazing never problems think often give cp week think maybe maybe get people playing,1
great action love game problem acct disappeared master choice start able add acct friend nothing else sucks one talk dialoge would nice spent money lots everything purchased longer money thrown away terrible computer people need resolve issue resolved would change rating comment,0
game good ever since update experiencing frequent crashing unsure bug please fix ran problems,1
great updates big user must top range device play well ok g ram latest season totally ruined experience delete apps move anything everything external storage still laggy glitchy unplayable need fix deletion downloads delete mp maps soon open game back,1
great game xbox broke play modern warfare game great appreciate game overall good wait see updates bring soon hopefully get better graphics coming soon smoother frame rates,1
crashing play game matches work br game full keyboard users cheats modders chests never give good gear random never random played times got map chat room full pple wanting tinder wanting hook instead play new season horrible update game sucks cant log orginal account keep install uninstall play game hackers worse,0
good game keep taking stuff away ground war shipment map area everyone likes take away fun bring places back rate much higher,0
great game play real close console play also enjoy leveling weapons unlocking camos would like see classic weapons p colt etc classic maps akimbo options,1
game good lagging much increasing space seems one day single mobile support may space cross gb activision anything think people longer able play mobile game name change call duty mobile call duty pc one reasons players leaving codm,1
game improved lot though took outbreak type zombies mode approach managed make sort fun weapon meta really good feels pretty good skin designs weapons characters looks good feel like modern weapons futuristic much older weapons like world war guns console pc got call duty similar call duty online game reckon successful,1
playing game since launch amazing play recently game started lagging horrendously uncontrollably despite trying multiple fixes problem lagging glitching persists match enter start everyone lobby running shooting place frozen continuously die randomly able anything please fix,0
overall one best shooter action game moblie graphics great many modes fight single squad fights always new challenges earn new gun gun skins characters skills must download today,1
game great superb graphics awesome playability bad side gives playing advantages willing pay skills update please something millions cheaters,1
playing game since introduced love game graphics weapons thing found unintelligible game everytime receive update install update ranks worked played hard reduced one two ranks eight nine ranks lower happening wish could come ranks rather decreasing ranks earned thank,1
one favorite games want better chance getting skins want level faster lastly want zombie mode please although great game always one favorite games please bring back zombie mode never played mode pray,1
love get new task play complete get reward many types game world codm best thumbs_up approval graphics say mind blowing mind_blown modes mps bks game fun,1
superb game graphics awesome still needs optimization sometimes lagging automatically back home screen game play guns damages reekoil high lots bugs battle royale please fix reduce size game,1
happened game battle pass gotten worse every season bp hands worst bp ever seen banana blaster really whoever charge shop apparently gave new content everything recycled every often crates seasons past bundles terrible let child takeover see goes bummed used absolute favorite game even get play,0
hade many error thing took hours fix fixed still game needs improvement bugs error things really fun play lot modes best part free skin thing cheer,1
game amazing may people choose attack gloves sticks axes magic weapons etc annoying drastically unrealistic scale deaths one hit stick boxing gloves kills takes multpile gunshot wounds kill pretty soon game swords sticks boxing gloves,0
game really good bad phone low frame rate medium graphics everything usually lags also battleroyal laggy impossible play start seconds later timer match throwing lethal tactical equipment makes lags well sometimes randomly get disconnected lag really bad point unplayable mind good game,1
keep login errors reason time guys still rectified every single time update login game becomes problem start getting login errors clear cache yet thing please permanently remedy,0
game absolutely exceptional positive negative constantly got new content updates pretty regular customer support actually really pretty quick helpful content addictive ol lady fan game steals attentive n good job dev,1
really ugly graphics game stuttery unstable given fact ugly weak textures overall better pubg lots work update graphics still good enough given game gb 🤦🏾🤦🏾,0
many pop ads bots almost unplayable bots cause lose game playing something like search destroy run around awkward circles huge amount people treat app like dating service kind countless accounts trying convince people go website get giving personal info,0
game terrible used fun thanks skill based match making completely ruined camping sentry gun chopper gunner spam ks broken weapons tryharding generally pathetic behavior human engage casual mode mobile game done every single match escape loop aids except uninstall shame good game buts nearly unplayable even purchase battle pass,0
new thing pay something game take tour money wont receive item paid happened tp already reported done nothing edit still never fixed last issue new issue last year played much ever connect game g service issue end reported nothing spent waaay wish ever,0
one really good mobile games lots updates new maps new guns things buy irl cash cosmetic affect gameplay battlepass includes cosmetic items enjoy lot game well polished getting new game modes makes even better makes game play smoother usually enjoy cod like lot,1
freaking love game unfortunately close app use open visible even gets back bug literally addicted towards help sort problem play first clear data appears know heck happening shall thankful obligated help thank love love call duty love pin,1
worst game ever game router player mobile data player lot bugs useless skins makes game laagy frame drops season player miss old call duty mobile times call duty boaring game,0
really think awesome game hackers game getting much thats give stars ive playing since game came im good lagging bugs game gives way much would really like could start working time game experience people better please fix everything,1
awesome nice game old version zombies mode interesting challenging quite easy black map small seems like lot bots 😛 tongue_out,1
newest update keeps making game freeze uninstalled installed problem yall need fix phone barely year old problem lemme know fix bye,0
link google account hours hours wasted advancement went play start beginning tried everything un reinstall link unsuccessful error lvl drain,0
glitches extremely annoying character keeps teleporting different location enemy player cross hair easily killed character dies instead also takes game register killed enemy player please fix,1
another season another update game keep crashing lagging bugging since last five seasons new one fail detection hitboxes greedy timi greedy activision keep putting lot usd spins per season without fix issues game like poorly performance bugs laggy servers cheaters high levels rankeds bravo timivision keep killing game new issue lot lag every match activision tencent cares money,0
one official cod games revive details everything battle royale maps black ops modern warfare plus unique zombies experience mixes make fun addictive shooter even lose keep playing,1
experience great last update lost old account legendary mythic guns skins please fix found bugs especially rewind skill player use goes invisable leaves floating gun damage fix bug please,1
please fix ninja perk footsteps close whatsoever absolutely sound notification around appear face nerfed traps anything enemy run jetpack makes impossible even target enemy times pay guns win game shotguns powerful even good movement lose done playing awhile,0
love call duty played since first one mobile came super excited however sadly disappointed amount players use glitch makes game unfair needs addressed immediately,1
lma give star problem ever try log call duty starting place board cones season skip makes log game crashed force stop work u might fix,0
takes data update came even update takes gb mobile data upar stops shows update plz update first update times worst thing game codm thank codm,0
playing game years good really need crack hacks aimbots seeing walls etc addition mobile players paired mobile players way obvious play controller mouse,1
think add speed variations terrain degrees angles move well customize speed skins movement like guns also prone detail grounds material get also anti tank guns unrealistic called antimaterial rifles blow tank rifle vehicles speeds slow crash something also damage objects helicopters weapons add guns usa,1
great game one major flaw auto fire setting sucks fire fences doors like using manual fire someone standing right next like using manual takes frigging eon weapon actually fire work auto fire serious disadvantage fix,0
fun begin quitting matches attempt play due modders well organized teams use camping legendary weapons keep dying regardless tactics like cod games eventually cheaters take ruin could amazing competitive game hey trophies anyone willing pay money,0
good thought game tell craters put lot effort game two problems one multiple response really bad seems like always respon weirdest places next enemy number two thing cool looks nice costs money almost every thing free looks bad looks like effort put making skin,1
great game love difficult find contact support problem clan wars messed screenshots send node work cause gameplay available another node spelling error someone please see fix 😫,1
great game hooked since first uk lockdown actually pretty good game recent updates gone winning often paired people quite clearly cheating paying big money play gone kills per br match get wiped teams far advanced legendary weapons make disappear longer competitive guess got far without spending real money longer enjoyable,0
comes graphics one fewer mobile games stunning graphics gameplay become device based rather skills better game properly optimised low end mobiles also better crates rigged limit microtransactions,1
really good game report problems regarding sound experienced realistic sounds bullet fire things without even downloading package better sound settings even say players better legendary gunn skins dominate match talent easily outplay power,1
really love game classic map back day also suggestions could bring game even top ballistic knifes would go crazy keep alcatraz br people love alcatraz get play short time please keep shield like mw mp make shield actually take damage br knifes fun loadouts say thank,1
reducing stars stars crashing middle game graphics turn slow motion sometimes see players sometimes die shooting sound please needful fix issues asap thanks,0
thing running game gb ram gb storage phone keep performance makes consumes lot storage expected please release update cod mobile manages storage efficiently since problem,1
great game fun thing thats difficult update game takes soooo much storage use moto g play uninstall phone gb use left game days come back maps resources partially installed sudden yet still taking phone storage fed saddened game works super expensive phone shitton storage,0
match black screen force stop app open back play round fix bug since season strikes every match instead every still movement shoot see anything black still full control phone cod register crashing,0
update lost star wayyy many bots great online game ever bought cp earned extra points though slog achieve much customisation smooth game play real joy update july genuinely getting issues others report yes big download gb phone getting br glitches latency updates always game wifi best free game,1
playing style like screwed pubg happy different similar og pc game thank v previous games lot bo memory nearly years came back game google sign tried guest method could retrieve rd account linked activision either way fun got monotonous got bored might jump back later,1
absolutely love game every time try download package kind wether weapon map character closes app open back happy able play game without crashing download 😞 rolling_eyes 🤦🏻‍♀️,0
game fun freezing sound stays problems started end last month continuing season bugs get fixed sure gets glowing_star,1
good enough game general graphics seem pretty bad even high settings seems quite bit lag ping compared similar sized mobile games biggest issue although constant updates every day exagerattion mb update starting download soon log please stop extremely annoying,1
playing since first released best graphics fps mobile ever seen including pubg mobiles graphics horrible compared also fact spend money play unlike others shooter games say great weapons always new event getting tired old battle royale pubg well always something new call duty mobile,1
really wanted like downloaded set account chose st gun cant connect server constantly disconnects loops back login screen never actually able join game increased score recent updates improved game considerably still issues using controller though,1
playing game year try download game content app completely shuts seconds starting download thought maybe uninstall reinstall problem fix fact made worse making unable download game content ever along game crashing mid battle royale game multiplayer needs serious fixes quick,0
impressive best phone game played considering graphics extent free play used spend money skins guns etc paid anything couple years free game play alone keeps playing thumbs_up controls great prefer phone controller,1
turned fortnite silly skins emotes takes almost gb disappointing jump play always update tacks another gb every update soon game big phone downloads gb game phone sorry gotten hand point destroyed cool game stop adding show tell items nobody cares look like bullet goes eyes developers take note,0
game fun constant connection errors times unplayable mostly play stable g connect wifi still gives problems gotten new better phone since last time played giving issues lag world championships coming think make effort deal problems,0
love give stars controller issue fixed simply game perfectly set controllers app issue please fix rating stars minecraft sky tacticool endless games support controllers excuse controller users incredibly better touch screen users learned strafe left right disable targeting,0
first love cod franchise played years love expansion mobile devices however pay win vs regular players wildly tilted favour change ranked multiplayer vs non ranked matches normal matches end within ranked matches lucky kills damage ratio guns uneven pistols vs assault died using assault please make game like started mobile expansion bring back original zombies,0
game good think need upgrade servers india daytime works fine night even open chance opens server connection lost dialogue box comes game many retries reconnect forcefully relaunch game really sucks,1
support switch pro controllers difficult allow bluetooth controllers allow key mapping huge file size impossible play touch controls uninstalling hopefully add game pad support download,1
crash prone game ever played besides life device gb ram yet overheats even get lobby happens trying download maps let alone crashing midway ranked matches trying qualify codm championship,0
cod mobile long time last years changed huawei device game worked fine want come back check game ever since break took trying get game brand new phone keep getting issue says need stable internet connection issues whatsoever network tried restarting device clearing cache nothing worked please love god help,1
june game runs pretty good especially samsung galaxy note plus qualcomm graphics frame rates pretty good excellent max settings high quality ‐ april n qualcomm endures horrendous frame drops seldom hit fps graphical quality remains steady originates poor optimization one ui ironically one ui remained steady hoping optimization update soon,1
game absolutely amazing quality really good mobile game much pay win game although requires bit much space install kind annoying since dont like deleting bunch stuff get space next update gonna try gain space besides space issues game great call duty give game cresit effort put,1
great game recently game load crashes initial load screen restarted device uninstalled reinstalled several times fix frustrating disappointing,0
need fix issue kicked game every match get full game without game shutting good first hrs started playing barely makes past load screen kicking game,0
good game originally got zombies gamemode never showed like aimbot game constantly grinding levels find actual players wish bit challenging anyways cut much save room,1
cod beat games ever play every since fun problems ran every time go car keeps making go think phone works one thing br play game ther bots right time gun fight bot runs distracts annoyed hope fix,1
game good full action graphics amazing suggest codm support kinds controller painful bluetooth controller play codm also suggest team come story mode like console look forward playing codm story mode soon,1
graphical improvement wish scope sights distance screen like desert eagle sights close screen bring mw feeling thanks,1
game good like use high graphics option even see downloaded hd resource pack show settings device run hd quality like know bug want fix,1
reason gave app star one bullets kill underwater two bullets penetrate armored vehicles armor three br barrier problem forces us walk straight death like would rather die enemy would rather die going outside barrier recommend pointless game,0
great game playing year recent update quite disappointed see back optional graphic selection gives graphics depending device quite disappointed since beautiful epic gameplay everything blurry unpleasant play request devs please remove feature give us selection thank,0
game good free game one main problem seems lose connection mobile network annoying signal satisfactory shame really takes beating free game areas mate problem iphone samsung developers need sort glitches stars,1
worst clearly connected wifi apps using net working fine game tells make sure connected internet try start playing loading takes place least times disappointed,0
impressive surprising good console quality great graphics addicting gameplay one best games android far without doubt edit took star one games support razer kishi controller makes sense work game please add support razer kishi controller next update,1
game good buti problem game started finished loading upto login screen press call duty option inorder login account instead game keeps restarting tried countless times thing pls help,1
fun game alot events always new modes however drawback real way get anything worthwhile spend cash buy cp buy draws legendary items see right fair could understand accomplish certain missions achievements spend bucks get k cp buy everything category draw get legendary weapon effects ridiculous,1
please change br maps according themes set deep sea sea adventure type kindly keep changing br maps keep loyalty base gameplay become worst kindly improvise functionality need way day season days roughly day season,0
like playing game none stop render high ping ms problems even fast internet know server problem please fix cleared cache cod work capable device handle game also latest update mid game game keeps crashing even low graphics drains battery lot years also still got response original review bad response service,0
love codm app wish would bring back zombies classic pleeding_face crying_face 🤧 woozy_face stop playing though also leave without mentioning maps game memories years playing cod platforms im greatful bringing back old maps back,1
fun game playing years ever since redownloaded months app constantly crashing starting really piss heck tried almost everything fix issue nothing working someone tech support please contact could help issue would rate sudden consistent crashing app thank cod mobile please someone contact asap,0
game good game sometimes pay win maybe frequently added much better free skins credit shop would great game lag even high end device nothing wrong game mean like insult developers something codm great game super fun play friends want try course try encouraged least people download game,1
one best shooting games ever played probably little recommend downloading bugs need get fixed would get kicked games know goon wifi good enternet need get fixed would make game lot better easier play hard get lives feels like eny lot fun playing game,1
game great repeat battle royal used medications heal shield used guns different levels grey green blue purple yellow red recent updates taken also nerfed guns battle royal made less lethal taking damage range game still ok get entertained game please bring back old features medications different levels guns thumbs_up,1
great game really wish could use crossbow katana simultaneously one loadout please either make equip secondaries make crossbow katana primary also please fix katana range still refuse believe sword less range knife ridiculous make range stat say game around range axe edit brought back cage map stars,1
honestly best game app store multiplayer pretty fun even marksman rifles effective throwing dog poop someone battle royale probably best part game alcatraz favorite map probably ripped straight black ops zombies speaking zombies undead siege kinda blows day segments pretty boring freaking farm isolated usual round structure would better nights quite intense though end,1
great game hate pay like dollars get special items suppose picked random skins special weapon always picked last means spend money battle pass seem take forever get level even premium pass,0
best fps game android far one huge problem getting consistent lag connecting server issues south africa causing game become unplayable least members clan stopped spending money game pointless lag issues phones fibre line speeds either,1
review update one favorite games played since first second season would played first season controller support reason google play store looking another fps game call duty campaign much like br mp want codm campaign played codm year used buy battle pass every time came years loved game got bored sad,1
moment cannot recommend ranked matchmaking multiplayer seemed fine hit elite rank started getting placed servers halfway across world unranked good ranked kind matchmaking places player ping disadvantage flat unacceptable,0
wrong game crashing every time crashed times since downloaded game month ago crashes like times row great game crashing driving nuts mostly crash entering arena revived battle royal heck guys 😠😠😠😠,1
really like game times today alone crashed charged xp points left ranked match would never unless absolute emergency makes things worse gettin bammed easy way contact support inform going,1
good game total think rework use non gone weapons swords dogs etc total overkill one hit done little bit grid much dangerous bullet need better guys,0
smooth multi player matchmaking great gaming downtime battle royale mechanics great especially sniping mechanics multi player responsive overall love game play meeting new friends conquer matches whether rank unranked,1
would easy stars recently keep adding new stuff gotten point almost unplayable unless flagship devices constant frame drops even low graphics rage quit times edit thank introducing mac exactly needed faster time kill gun kills even ads assault rifle thank cod mobile still feels weak please buff akimbo,0
game unplayable last update never problem regarding performance game lagging constantly even though lowered minimum graphics plus overheating thr phone like crazy draining battery really fast happened ater last update issues,0
since recent update started hanging much used play game regularly clan members nightmare phone decent used handle pretty nicely since recent update keeps crashing everyday tried reinstalling work allowed ample time hoping would get fixed next updates found disappointment follow dissatisfied bugs please fix soon,0
